Account ID,Industry,Vertical, Total BRR ,# Buildings on Net,# Buildings not on Net
Acct-001189,Other Industry,Real Estate / Construction,1389.0,3.0,0
Acct-000165,IT Infrastructure,Cloud Service Provider,1870.0,3.0,0
Acct-000383,Finance,Finance - Other,65789.0,3.0,0
Acct-000202,Professional Services,Engineering,33874.0,3.0,0
Acct-000836,Other Industry,Accelerator,2140.86,3.0,0
Acct-000800,Media & Content,Internet Content & Software,243515.0,3.0,0
Acct-001460,Telecommunications,Regional Carrier/ISP,443.0,3.0,0
Acct-000138,IT Infrastructure,Colo/Hosting,1906.0,3.0,0
Acct-001398,Finance,Finance - Other,320582.0,3.0,0
Acct-000326,Telecommunications,PTT,141649.0,3.0,1
Acct-000198,Finance,Finance - Other,310478.0,3.0,0
Acct-001524,Professional Services,Consulting / Other Professional Services,1964.0,3.0,0
Acct-000017,Telecommunications,PTT,291264.0,3.0,1
Acct-000304,Media & Content,Internet Content & Software,205293.0,3.0,3
Acct-000001,Telecommunications,National Carrier/ISP,266547.0,3.0,0
Acct-000714,Energy & Manufacturing,Oil & Gas,2039.01,3.0,0
Acct-002473,Media & Content,AdTech,30708.0,3.0,0
Acct-000276,Professional Services,Consulting / Other Professional Services,33960.0,3.0,0
Acct-000577,Telecommunications,Reseller,244486.0,3.0,0
Acct-000033,Media & Content,Gaming/eSports,247411.0,3.0,0
Acct-000938,Other Industry,Real Estate / Construction,35736.0,3.0,0
Acct-002071,Professional Services,Consulting / Other Professional Services,1881.0,3.0,0
Acct-003163,Professional Services,Consulting / Other Professional Services,969.0,2.0,0
Acct-001774,Professional Services,Commercial Systems Integrator,1062.0,2.0,0
Acct-000554,Finance,Asset Management / Hedge Fund,6463.0,2.0,0
Acct-001120,Other Industry,Retail,9233.4,2.0,0
Acct-001692,Energy & Manufacturing,Manufacturing - Other,274.0,2.0,0
Acct-001699,Energy & Manufacturing,Manufacturing - Other,6238.36,2.0,0
Acct-001179,Other Industry,Retail,1020.0,2.0,0
Acct-001121,Professional Services,Consulting / Other Professional Services,975.34,2.0,0
Acct-001860,Healthcare,Healthcare - Other,6339.0,2.0,0
Acct-001007,IT Infrastructure,Colo/Hosting,969.0,2.0,0
Acct-001733,Healthcare,Healthcare,6265.0,2.0,0
Acct-000748,,,6340.0,2.0,0
Acct-000587,Other Industry,Real Estate / Construction,969.0,2.0,1
Acct-002392,Research & Education,K-12 Education,200.0,2.0,0
Acct-001483,Other Industry,Accelerator,969.0,2.0,0
Acct-000887,Healthcare,Healthcare,299.0,2.0,0
Acct-001411,Media & Content,Internet Content & Software,262.21,2.0,0
Acct-001216,Professional Services,Consulting / Other Professional Services,612.0,2.0,0
Acct-002256,Finance,Finance - Other,1070.48,2.0,0
Acct-001327,IT Infrastructure,Colo/Hosting,9565.0,2.0,0
Acct-001311,Professional Services,Consulting / Other Professional Services,1101.06,2.0,0
Acct-002020,Professional Services,Consulting / Other Professional Services,1100.0,2.0,0
Acct-001240,Media & Content,Media,5506.31,2.0,0
Acct-000361,Professional Services,Commercial Systems Integrator,9950.0,2.0,0
Acct-002406,Energy & Manufacturing,Manufacturing - Other,64.95,2.0,9
Acct-003211,Other Industry,Retail,9919.0,2.0,0
Acct-001632,Telecommunications,Reseller,1100.0,2.0,0
Acct-000391,Media & Content,AdTech,5637.45,2.0,0
Acct-000919,Finance,Asset Management / Hedge Fund,9757.0,2.0,0
Acct-000518,Telecommunications,Regional Carrier/ISP,9736.24,2.0,0
Acct-001739,Professional Services,Commercial Systems Integrator,5717.35,2.0,0
Acct-002008,,,85.0,2.0,0
Acct-001523,Other Industry,Retail,5811.15,2.0,0
Acct-001815,Professional Services,Legal,1075.0,2.0,0
Acct-003523,Research & Education,K-12 Education,110.03,2.0,0
Acct-003101,Media & Content,Internet Content & Software,9395.0,2.0,1
Acct-002338,Other Industry,Retail,5828.0,2.0,0
Acct-000559,Healthcare,Healthcare - Other,5913.1,2.0,0
Acct-002556,Healthcare,Healthcare - Other,5996.0,2.0,1
Acct-001630,Research & Education,K-12 Education,6015.05,2.0,46
Acct-001610,Other Industry,Retail,6025.25,2.0,0
Acct-001149,Media & Content,Internet Content & Software,6039.0,2.0,0
Acct-002284,Media & Content,Internet Content & Software,1079.0,2.0,0
Acct-003392,Government,State/Local Government,165.05,2.0,0
Acct-001057,Other Industry,Retail,6067.0,2.0,0
Acct-001560,Media & Content,Internet Content & Software,6089.0,2.0,0
Acct-000501,Professional Services,Commercial Systems Integrator,6077.0,2.0,0
Acct-001489,,,918.0,2.0,0
Acct-001479,Professional Services,Consulting / Other Professional Services,941.0,2.0,0
Acct-001110,Telecommunications,Regional Carrier/ISP,7251.0,2.0,0
Acct-003238,Media & Content,Media,7341.0,2.0,0
Acct-003162,Professional Services,Consulting / Other Professional Services,447.0,2.0,0
Acct-002518,Professional Services,Consulting / Other Professional Services,510.0,2.0,0
Acct-001477,,,586.22,2.0,0
Acct-001775,Manufacturing,Manufacturing - Other,7539.0,2.0,0
Acct-001813,Finance,Finance - Other,760.0,2.0,0
Acct-000817,Media & Content,Internet Content & Software,7544.32,2.0,0
Acct-001259,Professional Services,Commercial Systems Integrator,7646.28,2.0,0
Acct-001919,Energy & Manufacturing,Utilities,756.47,2.0,0
Acct-000806,Telecommunications,Wireless,599.47,2.0,0
Acct-001717,Telecommunications,National Carrier/ISP,7681.49,2.0,0
Acct-000233,Professional Services,Consulting / Other Professional Services,7696.0,2.0,0
Acct-000729,Telecommunications,Regional Carrier/ISP,7721.11,2.0,0
Acct-003217,Professional Services,Consulting / Other Professional Services,8253.92,2.0,0
Acct-001947,Other Industry,Real Estate / Construction,729.23,2.0,0
Acct-001652,Media & Content,Internet Content & Software,714.0,2.0,0
Acct-002021,Media/Content,Internet Content & Software,698.0,2.0,1
Acct-000390,Government,State/Local Government,675.0,2.0,0
Acct-001597,IT Infrastructure,Colo/Hosting,649.41,2.0,0
Acct-003223,Energy & Manufacturing,Oil & Gas,7920.4,2.0,0
Acct-002170,Other Industry,Real Estate / Construction,7990.0,2.0,6
Acct-003155,Media & Content,Internet Content & Software,8054.08,2.0,0
Acct-001502,Professional Services,Engineering,627.0,2.0,0
Acct-002481,Government,State/Local Government,616.0,2.0,0
Acct-001452,Government,State/Local Government,613.28,2.0,0
Acct-003125,Telecommunications,Wireless,764.0,2.0,0
Acct-001556,Media & Content,Internet Content & Software,788.0,2.0,0
Acct-002388,Professional Services,Engineering,918.0,2.0,0
Acct-002289,Research & Education,Higher Education,8363.0,2.0,0
Acct-000254,IT Infrastructure,Colo/Hosting,918.0,2.0,0
Acct-003157,Research & Education,K-12 Education,8156.0,2.0,0
Acct-001146,Professional Services,Consulting / Other Professional Services,906.33,2.0,0
Acct-001410,Media & Content,Media,305.0,2.0,0
Acct-003121,Media & Content,Internet Content & Software,906.3,2.0,0
Acct-003071,Finance,Finance - Other,8752.0,2.0,0
Acct-002382,Telecommunications,Regional Carrier/ISP,343.3,2.0,0
Acct-000788,IT Infrastructure,Colo/Hosting,6700.0,2.0,0
Acct-001351,Research & Education,K-12 Education,905.2,2.0,3
Acct-000804,Energy & Manufacturing,Oil & Gas,892.07,2.0,0
Acct-002077,Research & Education,K-12 Education,6808.0,2.0,0
Acct-000678,Media & Content,Internet Content & Software,6936.0,2.0,0
Acct-000343,Telecommunications,National Carrier/ISP,6958.33,2.0,0
Acct-001211,Professional Services,Consulting / Other Professional Services,867.0,2.0,0
Acct-000697,Professional Services,Consulting / Other Professional Services,865.0,2.0,0
Acct-001941,IT Infrastructure,Cloud Service Provider,855.0,2.0,15
Acct-001150,Energy & Manufacturing,Oil & Gas,8659.0,2.0,0
Acct-002495,Professional Services,Consulting / Other Professional Services,7065.0,2.0,0
Acct-000020,Other Industry,Retail,841.0,2.0,0
Acct-000196,Media & Content,Internet Content & Software,8502.0,2.0,1
Acct-001229,Manufacturing,Manufacturing - Other,811.0,2.0,0
Acct-003135,,,810.24,2.0,0
Acct-001467,Other Industry,Transportation,5341.0,2.0,1
Acct-000203,Research & Education,K-12 Education,7175.86,2.0,3
Acct-000522,Telecommunications,Reseller,8383.28,2.0,0
Acct-001482,Healthcare,Pharmaceuticals / BioTech,800.31,2.0,0
Acct-001953,Research & Education,K-12 Education,2191.0,2.0,0
Acct-000572,Other Industry,Retail,1106.12,2.0,0
Acct-000537,Finance,Finance - Other,2897.42,2.0,0
Acct-002559,Professional Services,Commercial Systems Integrator,1822.0,2.0,0
Acct-001544,Professional Services,Consulting / Other Professional Services,2969.0,2.0,0
Acct-000793,Telecommunications,Regional Carrier/ISP,2957.0,2.0,0
Acct-001518,Professional Services,Legal,1828.0,2.0,0
Acct-000986,Energy & Manufacturing,Manufacturing - Other,2910.34,2.0,0
Acct-000192,Telecommunications,National Carrier/ISP,2903.0,2.0,0
Acct-001169,Other Industry,Hospitality,2889.0,2.0,0
Acct-003153,Media & Content,Internet Content & Software,3277.79,2.0,0
Acct-002066,Research & Education,K-12 Education,1878.0,2.0,0
Acct-001910,Media & Content,Internet Content & Software,2855.0,2.0,0
Acct-001935,Professional Services,Commercial Systems Integrator,2810.77,2.0,0
Acct-001846,Research & Education,Higher Education,2735.0,2.0,0
Acct-000193,Energy & Manufacturing,Manufacturing - Other,2725.38,2.0,1
Acct-000834,Telecommunications,Reseller,1885.66,2.0,1
Acct-000214,Telecommunications,Regional Carrier/ISP,1813.0,2.0,0
Acct-002014,Other Industry,Transportation,1791.0,2.0,0
Acct-000498,Other Industry,Non-Healthcare Insurance,3000.0,2.0,0
Acct-003111,Other Industry,Real Estate / Construction,1782.39,2.0,0
Acct-000835,Professional Services,Consulting / Other Professional Services,1771.1,2.0,0
Acct-002339,IT Infrastructure,Cloud Service Provider,3035.0,2.0,0
Acct-003161,Telecommunications,Regional Carrier/ISP,3096.52,2.0,0
Acct-001187,Research & Education,Higher Education,3160.45,2.0,0
Acct-003229,Professional Services,Consulting / Other Professional Services,1738.35,2.0,0
Acct-001381,,,1733.15,2.0,0
Acct-001551,Telecommunications,Reseller,1717.0,2.0,0
Acct-002575,Finance,Finance - Other,3222.4,2.0,0
Acct-001210,Media & Content,Internet Content & Software,3248.32,2.0,0
Acct-001105,Media & Content,Media,1687.0,2.0,0
Acct-001419,IT Infrastructure,Cloud Service Provider,1682.18,2.0,0
Acct-001449,Energy & Manufacturing,Manufacturing - Other,3268.0,2.0,0
Acct-001552,Healthcare,Healthcare - Other,3273.0,2.0,0
Acct-000641,IT Infrastructure,Colo/Hosting,2699.0,2.0,0
Acct-001344,Energy & Manufacturing,Manufacturing - Other,2686.39,2.0,0
Acct-000717,Finance,Finance - Other,2679.0,2.0,0
Acct-002467,Other Industry,Hospitality,2050.0,2.0,17
Acct-001491,Other Industry,Retail,2233.0,2.0,0
Acct-001690,Professional Services,Consulting / Other Professional Services,2257.1,2.0,0
Acct-000159,Other Industry,Retail,2141.0,2.0,0
Acct-001461,Telecommunications,Regional Carrier/ISP,2275.0,2.0,0
Acct-003148,Healthcare,Healthcare,2139.0,2.0,0
Acct-001901,IT Infrastructure,Colo/Hosting,2297.25,2.0,0
Acct-001557,Healthcare,Health Insurance,2126.91,2.0,0
Acct-001133,IT Infrastructure,Colo/Hosting,2125.73,2.0,0
Acct-002391,Other Industry,Retail,2124.0,2.0,0
Acct-000803,Professional Services,Legal,2117.02,2.0,0
Acct-001495,Professional Services,Consulting / Other Professional Services,2115.47,2.0,0
Acct-000465,Other Industry,Retail,2343.0,2.0,0
Acct-001168,Professional Services,Consulting / Other Professional Services,2064.82,2.0,0
Acct-001237,Telecommunications,Wireless,2060.11,2.0,0
Acct-000941,Professional Services,Consulting / Other Professional Services,2400.0,2.0,1
Acct-001516,IT Infrastructure,Cloud Service Provider,1937.06,2.0,0
Acct-002527,Other Industry,Real Estate / Construction,2039.0,2.0,0
Acct-002517,,,2447.0,2.0,0
Acct-002500,,,2447.0,2.0,0
Acct-001676,Finance,Finance - Other,2475.48,2.0,0
Acct-000744,Healthcare,Healthcare - Other,2524.0,2.0,0
Acct-001511,Finance,Asset Management / Hedge Fund,2565.06,2.0,0
Acct-002474,Other Industry,Hospitality,2014.0,2.0,0
Acct-003154,Media & Content,Internet Content & Software,2595.0,2.0,0
Acct-000739,Other Industry,Real Estate / Construction,2611.0,2.0,0
Acct-000677,Finance,Finance - Other,1995.0,2.0,0
Acct-003108,Professional Services,Consulting / Other Professional Services,2629.0,2.0,0
Acct-001811,Professional Services,Commercial Systems Integrator,2636.0,2.0,0
Acct-002476,Professional Services,Consulting / Other Professional Services,2650.0,2.0,0
Acct-003165,Telecommunications,Wireless,2660.0,2.0,0
Acct-000261,IT Infrastructure,Colo/Hosting,3276.0,2.0,0
Acct-001456,Telecommunications,Regional Carrier/ISP,1631.2,2.0,0
Acct-001182,Media & Content,Internet Content & Software,1108.0,2.0,0
Acct-000133,Telecommunications,Wireless,4282.0,2.0,0
Acct-001396,Other Industry,Hospitality,4690.0,2.0,0
Acct-001537,Professional Services,Consulting / Other Professional Services,4603.0,2.0,0
Acct-001430,Finance,Finance - Other,4592.0,2.0,0
Acct-003175,Telecommunications,Regional Carrier/ISP,4588.0,2.0,0
Acct-000765,Professional Services,Commercial Systems Integrator,4486.0,2.0,0
Acct-000477,Finance,Finance - Other,4371.0,2.0,0
Acct-002519,Finance,Finance - Other,4231.0,2.0,0
Acct-002281,IT Infrastructure,Cloud Service Provider,3303.0,2.0,0
Acct-001492,Media & Content,Internet Content & Software,4221.0,2.0,0
Acct-001891,Finance,Finance - Other,4180.0,2.0,0
Acct-002063,Energy & Manufacturing,Manufacturing - Other,1336.0,2.0,0
Acct-001944,Energy & Manufacturing,Oil & Gas,4081.0,2.0,0
Acct-001657,Finance,Finance - Other,4079.0,2.0,0
Acct-002031,Professional Services,Legal,4055.0,2.0,0
Acct-001679,Professional Services,Consulting / Other Professional Services,1314.08,2.0,0
Acct-002409,Professional Services,Consulting / Other Professional Services,1300.0,2.0,0
Acct-001484,Professional Services,Consulting / Other Professional Services,1290.0,2.0,0
Acct-001791,Research & Education,Higher Education,4831.0,2.0,0
Acct-001508,Energy & Manufacturing,Manufacturing - Other,1274.38,2.0,0
Acct-003145,Healthcare,Pharmaceuticals / BioTech,1246.0,2.0,0
Acct-001378,Telecommunications,Reseller,1244.0,2.0,0
Acct-001845,Finance,Finance - Other,1223.4,2.0,0
Acct-001412,Professional Services,Consulting / Other Professional Services,1223.4,2.0,0
Acct-003066,Professional Services,Consulting / Other Professional Services,1198.0,2.0,0
Acct-002521,Media & Content,Internet Content & Software,1198.0,2.0,0
Acct-002267,Media & Content,Internet Content & Software,1162.23,2.0,2
Acct-003208,Finance,Finance - Other,1156.04,2.0,0
Acct-002202,Other Industry,Real Estate / Construction,5097.52,2.0,0
Acct-001530,Research & Education,Research,5105.0,2.0,0
Acct-001316,Research & Education,K-12 Education,5199.45,2.0,0
Acct-001707,Media & Content,Internet Content & Software,5261.0,2.0,0
Acct-000097,Healthcare,Healthcare - Other,1346.0,2.0,0
Acct-000080,Telecommunications,Regional Carrier/ISP,1353.02,2.0,0
Acct-001548,Professional Services,Consulting / Other Professional Services,4000.0,2.0,0
Acct-001255,Professional Services,Consulting / Other Professional Services,1529.25,2.0,0
Acct-002029,Finance,Asset Management / Hedge Fund,1595.0,2.0,0
Acct-002496,Media & Content,Media,1592.46,2.0,0
Acct-001501,Professional Services,Consulting / Other Professional Services,1570.0,2.0,0
Acct-002555,Finance,Finance - Other,1550.0,2.0,0
Acct-000568,Other Industry,Retail,3389.33,2.0,0
Acct-000571,Media & Content,Internet Content & Software,1529.25,2.0,0
Acct-001878,Healthcare,Healthcare - Other,3399.0,2.0,0
Acct-003150,Research & Education,K-12 Education,3568.25,2.0,46
Acct-002462,Other Industry,Retail,3568.26,2.0,0
Acct-001512,Energy & Manufacturing,Oil & Gas,1529.25,2.0,0
Acct-000423,Professional Services,Consulting / Other Professional Services,3618.0,2.0,0
Acct-000581,IT Infrastructure,Colo/Hosting,3632.0,2.0,0
Acct-001848,Professional Services,Consulting / Other Professional Services,3657.0,2.0,0
Acct-000548,Other Industry,Real Estate / Construction,3670.0,2.0,1
Acct-003301,Other Industry,Transportation,3676.0,2.0,0
Acct-000972,Healthcare,Healthcare - Other,3976.06,2.0,0
Acct-001778,,,3680.0,2.0,2
Acct-001092,Other Industry,Real Estate / Construction,1520.0,2.0,0
Acct-003134,Finance,Finance - Other,3726.0,2.0,0
Acct-001653,Research & Education,Higher Education,1481.0,2.0,0
Acct-002027,Energy,Oil & Gas,3748.0,2.0,0
Acct-001748,Professional Services,Consulting / Other Professional Services,1475.0,2.0,0
Acct-000382,Media & Content,AdTech,3784.38,2.0,0
Acct-002268,Professional Services,Consulting / Other Professional Services,3809.0,2.0,0
Acct-001453,Media & Content,Media,1453.2,2.0,0
Acct-002558,Healthcare,Health Insurance,3875.0,2.0,0
Acct-001197,Professional Services,Consulting / Other Professional Services,3876.0,2.0,0
Acct-002526,Energy & Manufacturing,Oil & Gas,1400.0,2.0,0
Acct-001440,Professional Services,Consulting / Other Professional Services,1360.49,2.0,0
Acct-001277,Healthcare,Healthcare - Other,1356.0,2.0,0
Acct-002056,Professional Services,Commercial Systems Integrator,4901.0,2.0,0
Acct-001465,IT Infrastructure,Colo/Hosting,10.0,2.0,0
Acct-001916,Telecommunications,Regional Carrier/ISP,20661.0,2.0,0
Acct-002570,Finance,Finance - Other,33905.0,2.0,0
Acct-001956,Telecommunications,PTT,33828.0,2.0,0
Acct-001960,Finance,Finance - Other,33468.0,2.0,0
Acct-002407,Media & Content,Internet Content & Software,33056.4,2.0,0
Acct-000963,Telecommunications,Wireless,175454.0,2.0,0
Acct-000874,Energy & Manufacturing,Manufacturing - Other,31830.0,2.0,0
Acct-000503,Other Industry,Retail,31558.46,2.0,1
Acct-001215,Professional Services,Consulting / Other Professional Services,80599.24,2.0,2
Acct-000452,Media & Content,Internet Content & Software,15317.0,2.0,0
Acct-001140,Media & Content,Media,30000.0,2.0,1
Acct-000549,Telecommunications,Regional Carrier/ISP,29766.0,2.0,0
Acct-000075,IT Infrastructure,Colo/Hosting,29298.0,2.0,0
Acct-000458,Government,Systems Integrators - Government,82864.0,2.0,0
Acct-000096,Telecommunications,Wireless,85213.09,2.0,0
Acct-003174,Other Industry,Real Estate / Construction,16098.0,2.0,0
Acct-001955,Media & Content,Gaming/eSports,28610.0,2.0,0
Acct-000657,IT Infrastructure,Cloud Service Provider,156091.0,2.0,1
Acct-001322,Finance,Finance - Other,150144.0,2.0,6
Acct-001617,IT Infrastructure,Colo/Hosting,28608.0,2.0,0
Acct-000407,IT Infrastructure,Cloud Service Provider,86985.0,2.0,0
Acct-002055,Government,Federal Government,87243.0,2.0,3
Acct-001842,Transportation & Logistics,Transportation - Other,16773.0,2.0,0
Acct-001247,Telecommunications,Regional Carrier/ISP,14630.0,2.0,0
Acct-001178,Professional Services,Legal,71759.0,2.0,0
Acct-001444,Telecommunications,National Carrier/ISP,12508.0,2.0,0
Acct-001153,Media & Content,Cable & Satellite,327904.0,2.0,1
Acct-002477,Finance,Asset Management / Hedge Fund,36478.16,2.0,0
Acct-002572,Healthcare,Healthcare - Other,36433.06,2.0,1
Acct-000334,Telecommunications,Regional Carrier/ISP,60863.0,2.0,0
Acct-003242,Media & Content,Internet Content & Software,13022.0,2.0,1
Acct-002379,Energy & Manufacturing,Oil & Gas,36056.0,2.0,0
Acct-001861,Other Industry,Retail,13345.0,2.0,0
Acct-000931,Media & Content,Internet Content & Software,35035.0,2.0,0
Acct-000980,IT Infrastructure,Colo/Hosting,34711.0,2.0,0
Acct-000360,Healthcare,Healthcare - Other,13608.0,2.0,0
Acct-002662,Professional Services,Legal,13640.92,2.0,0
Acct-000119,IT Infrastructure,Colo/Hosting,65060.0,2.0,0
Acct-002422,Finance,Finance - Other,65910.0,2.0,0
Acct-000194,Healthcare,Healthcare - Other,65917.0,2.0,2
Acct-000724,Media & Content,Media,13702.0,2.0,0
Acct-000015,Telecommunications,Regional Carrier/ISP,66981.0,2.0,0
Acct-000205,Finance,Finance - Other,13871.43,2.0,0
Acct-001136,Media & Content,Internet Content & Software,13906.0,2.0,3
Acct-001727,Finance,Finance - Other,34067.0,2.0,0
Acct-000598,Professional Services,Legal,70945.0,2.0,0
Acct-001546,Finance,Finance - Other,356020.0,2.0,0
Acct-000992,Media & Content,Internet Content & Software,14298.0,2.0,1
Acct-001478,Media & Content,Media,88927.0,2.0,0
Acct-002324,IT Infrastructure,Colo/Hosting,17143.0,2.0,0
Acct-001009,Media & Content,Media,96243.0,2.0,2
Acct-000614,Media & Content,Internet Content & Software,17600.0,2.0,0
Acct-001545,Media & Content,Internet Content & Software,19959.0,2.0,0
Acct-001001,Media & Content,Media,19992.0,2.0,0
Acct-000857,Professional Services,Commercial Systems Integrator,129084.0,2.0,2
Acct-002279,Media & Content,Internet Content & Software,20222.0,2.0,0
Acct-001071,Telecommunications,Wireless,20306.0,2.0,0
Acct-002545,Media & Content,Media,23022.0,2.0,0
Acct-001270,Professional Services,Consulting / Other Professional Services,20746.0,2.0,0
Acct-002069,Healthcare,Healthcare - Other,22991.25,2.0,0
Acct-000541,Research & Education,K-12 Education,21002.0,2.0,0
Acct-000042,Telecommunications,Regional Carrier/ISP,123450.0,2.0,0
Acct-001013,Finance,Finance - Other,112066.0,2.0,0
Acct-001779,Media & Content,AdTech,113130.4,2.0,0
Acct-000107,Telecommunications,National Carrier/ISP,113995.0,2.0,0
Acct-001519,IT Infrastructure,Colo/Hosting,115032.0,2.0,0
Acct-000357,Telecommunications,Regional Carrier/ISP,115243.4,2.0,2
Acct-000277,Professional Services,Consulting / Other Professional Services,21287.0,2.0,0
Acct-001780,Media & Content,Internet Content & Software,22392.0,2.0,0
Acct-001231,Telecommunications,National Carrier/ISP,22270.92,2.0,0
Acct-000414,Telecommunications,Regional Carrier/ISP,22148.14,2.0,0
Acct-000551,Telecommunications,Regional Carrier/ISP,119147.0,2.0,0
Acct-000842,Telecommunications,RLEC,22066.0,2.0,0
Acct-000592,Government,Systems Integrators - Government,19875.0,2.0,0
Acct-000207,Professional Services,Commercial Systems Integrator,24241.0,2.0,0
Acct-000288,Media & Content,Internet Content & Software,24440.07,2.0,0
Acct-000078,Telecommunications,Regional Carrier/ISP,25902.76,2.0,0
Acct-001391,Media & Content,Internet Content & Software,17644.0,2.0,0
Acct-000651,Media & Content,Gaming/eSports,98654.0,2.0,1
Acct-000595,Other Industry,Retail,17833.0,2.0,17
Acct-000634,Telecommunications,Reseller,27177.95,2.0,0
Acct-000704,Telecommunications,Reseller,17848.0,2.0,1
Acct-002271,Finance,Finance - Other,101582.0,2.0,0
Acct-002169,IT Infrastructure,Cloud Service Provider,101695.0,2.0,0
Acct-002225,Media & Content,Internet Content & Software,25978.0,2.0,0
Acct-003166,Government,Systems Integrators - Government,25959.0,2.0,0
Acct-001640,Professional Services,Commercial Systems Integrator,25638.0,2.0,0
Acct-001353,IT Infrastructure,Colo/Hosting,19113.6,2.0,0
Acct-001480,Media & Content,Media,18000.0,2.0,0
Acct-001866,Healthcare,Healthcare - Other,106000.0,2.0,2
Acct-001972,Finance,Finance - Other,18119.0,2.0,0
Acct-001725,Energy & Manufacturing,Utilities,18352.0,2.0,0
Acct-002468,Other Industry,Non-Healthcare Insurance,24984.0,2.0,9
Acct-001980,Healthcare,Healthcare - Other,18658.42,2.0,0
Acct-000771,Finance,Finance - Other,24681.0,2.0,0
Acct-001426,Media & Content,Internet Content & Software,146755.0,2.0,0
Acct-000553,Healthcare,Healthcare - Other,107992.0,2.0,1
Acct-001721,Telecommunications,Regional Carrier/ISP,60035.0,2.0,0
Acct-003319,Media & Content,Internet Content & Software,15093.0,2.0,3
Acct-000645,Media & Content,Internet Content & Software,21641.0,2.0,0
Acct-000128,Professional Services,Consulting / Other Professional Services,52153.0,2.0,0
Acct-000419,Other Industry,Non-Healthcare Insurance,46008.0,2.0,0
Acct-001145,Media & Content,Media,12261.0,2.0,0
Acct-001425,Telecommunications,Regional Carrier/ISP,55333.0,2.0,0
Acct-002167,Media & Content,Media,10121.0,2.0,0
Acct-000710,Media & Content,Cable & Satellite,10147.0,2.0,0
Acct-000956,IT Infrastructure,Colo/Hosting,43429.0,2.0,0
Acct-000573,IT Infrastructure,Cloud Service Provider,12117.0,2.0,0
Acct-000591,Telecommunications,PTT,52856.0,2.0,0
Acct-000904,Other Industry,Real Estate / Construction,58289.45,2.0,0
Acct-000330,Media & Content,Internet Content & Software,11875.0,2.0,0
Acct-001230,Research & Education,Higher Education,41216.9,2.0,1
Acct-001090,Media & Content,Internet Content & Software,10640.0,2.0,0
Acct-001142,Government,Federal Research,564728.0,2.0,12
Acct-001543,Finance,Finance - Other,49180.0,2.0,0
Acct-001621,Healthcare,Health Insurance,11588.0,2.0,0
Acct-001129,Media & Content,Media,11549.0,2.0,0
Acct-000635,IT Infrastructure,Colo/Hosting,10157.0,2.0,0
Acct-002046,Finance,Finance - Other,39205.0,2.0,0
Acct-000891,Other Industry,Retail,57517.0,2.0,0
Acct-000359,Media & Content,Media,10188.0,2.0,1
Acct-000441,Other Industry,Accelerator,11393.0,2.0,0
Acct-001722,Telecommunications,National Carrier/ISP,49552.0,2.0,0
Acct-000154,Finance,Finance - Other,11279.0,2.0,2
Acct-000464,Media & Content,Internet Content & Software,10485.0,2.0,0
Acct-000512,Telecommunications,VOIP/VSP,12281.0,2.0,0
Acct-000706,Other Industry,Retail,37347.0,2.0,21
Acct-001638,Other Industry,Transportation,12404.0,2.0,0
Acct-000578,IT Infrastructure,Cloud Service Provider,10060.0,2.0,1
Acct-000727,Telecommunications,Reseller,10825.0,2.0,0
Acct-000519,Media & Content,Media,54071.0,2.0,1
Acct-002404,Professional Services,Engineering,12342.0,2.0,0
Acct-000973,IT Infrastructure,Colo/Hosting,10749.0,2.0,0
Acct-000370,Telecommunications,Regional Carrier/ISP,59374.0,2.0,0
Acct-002199,Media & Content,Internet Content & Software,12341.0,2.0,0
Acct-000211,Other Industry,Hospitality,54652.1,2.0,0
Acct-001591,Professional Services,Consulting / Other Professional Services,832.0,1.0,0
Acct-001048,Media & Content,Internet Content & Software,834.0,1.0,0
Acct-003043,Professional Services,Consulting / Other Professional Services,876.0,1.0,0
Acct-002739,IT Infrastructure,Colo/Hosting,834.0,1.0,0
Acct-002819,IT Infrastructure,Colo/Hosting,836.0,1.0,0
Acct-001959,Media & Content,Internet Content & Software,1375.0,1.0,0
Acct-003491,Research & Education,K-12 Education,840.0,1.0,0
Acct-002142,Media & Content,Internet Content & Software,830.0,1.0,0
Acct-002942,Media & Content,Internet Content & Software,1376.22,1.0,0
Acct-002017,Media & Content,Internet Content & Software,900.0,1.0,0
Acct-001921,Telecommunications,PTT,1370.2,1.0,0
Acct-002137,Media & Content,Internet Content & Software,1379.28,1.0,0
Acct-001569,Other Industry,Real Estate / Construction,900.0,1.0,0
Acct-002175,Media & Content,Internet Content & Software,50782.0,1.0,0
Acct-002102,Media & Content,Internet Content & Software,819.0,1.0,0
Acct-002264,Professional Services,Consulting / Other Professional Services,816.0,1.0,0
Acct-001936,Telecommunications,VOIP/VSP,816.0,1.0,0
Acct-001869,Research & Education,Research,816.0,1.0,0
Acct-002944,Finance,Asset Management / Hedge Fund,811.01,1.0,0
Acct-003231,Finance,Finance - Other,905.29,1.0,0
Acct-002147,Professional Services,Consulting / Other Professional Services,1374.0,1.0,0
Acct-000240,Healthcare,Healthcare - Other,896.25,1.0,0
Acct-002430,IT Infrastructure,Colo/Hosting,1370.0,1.0,0
Acct-002590,IT Infrastructure,Cloud Service Provider,847.0,1.0,0
Acct-002988,Professional Services,Consulting / Other Professional Services,879.0,1.0,0
Acct-001612,Professional Services,Consulting / Other Professional Services,53856.0,1.0,0
